DAY,DATE,VISITOR,HOME
Mon.,2017-03-20,NY,LAC
Tue.,2017-03-21,CHI,TOR
Tue.,2017-03-21,DET,BKN
Tue.,2017-03-21,PHO,MIA
Tue.,2017-03-21,MEM,NO
Tue.,2017-03-21,GS,DAL
Tue.,2017-03-21,SA,MIN
Tue.,2017-03-21,MIL,POR
Tue.,2017-03-21,LAC,LAL
Wed.,2017-03-22,CHA,ORL
Wed.,2017-03-22,IND,BOS
Wed.,2017-03-22,DET,CHI
Wed.,2017-03-22,PHI,OKC
Wed.,2017-03-22,ATL,WAS
Wed.,2017-03-22,CLE,DEN
Wed.,2017-03-22,MIL,SAC
Wed.,2017-03-22,NY,UTA
Thu.,2017-03-23,PHO,BKN
Thu.,2017-03-23,TOR,MIA
Thu.,2017-03-23,LAC,DAL
Thu.,2017-03-23,MEM,SA
Thu.,2017-03-23,NY,POR
Fri.,2017-03-24,BKN,WAS
Fri.,2017-03-24,CLE,CHA
Fri.,2017-03-24,DET,ORL
Fri.,2017-03-24,DEN,IND
Fri.,2017-03-24,PHO,BOS
Fri.,2017-03-24,PHI,CHI
Fri.,2017-03-24,ATL,MIL
Fri.,2017-03-24,NO,HOU
Fri.,2017-03-24,MIN,LAL
Fri.,2017-03-24,SAC,GS
Sat.,2017-03-25,UTA,LAC
Sat.,2017-03-25,WAS,CLE
Sat.,2017-03-25,TOR,DAL
Sat.,2017-03-25,NY,SA
Sat.,2017-03-25,MIN,POR
Sun.,2017-03-26,PHO,CHA
Sun.,2017-03-26,BKN,ATL
Sun.,2017-03-26,SAC,LAC
Sun.,2017-03-26,CHI,MIL
Sun.,2017-03-26,OKC,HOU
Sun.,2017-03-26,PHI,IND
Sun.,2017-03-26,MIA,BOS
Sun.,2017-03-26,MEM,GS
Sun.,2017-03-26,NO,DEN
Sun.,2017-03-26,POR,LAL
Mon.,2017-03-27,ORL,TOR
Mon.,2017-03-27,DET,NY
Mon.,2017-03-27,CLE,SA
Mon.,2017-03-27,OKC,DAL
Mon.,2017-03-27,MEM,SAC
Mon.,2017-03-27,NO,UTA
Tue.,2017-03-28,MIL,CHA
Tue.,2017-03-28,MIN,IND
Tue.,2017-03-28,PHI,BKN
Tue.,2017-03-28,PHO,ATL
Tue.,2017-03-28,MIA,DET
Tue.,2017-03-28,GS,HOU
Tue.,2017-03-28,DEN,POR
Tue.,2017-03-28,WAS,LAL
Wed.,2017-03-29,ATL,PHI
Wed.,2017-03-29,OKC,ORL
Wed.,2017-03-29,MIL,BOS
Wed.,2017-03-29,CHA,TOR
Wed.,2017-03-29,MIA,NY
Wed.,2017-03-29,IND,MEM
Wed.,2017-03-29,DAL,NO
Wed.,2017-03-29,GS,SA
Wed.,2017-03-29,WAS,LAC
Wed.,2017-03-29,UTA,SAC
Thu.,2017-03-30,BKN,DET
Thu.,2017-03-30,CLE,CHI
Thu.,2017-03-30,LAL,MIN
Thu.,2017-03-30,LAC,PHO
Thu.,2017-03-30,HOU,POR
Fri.,2017-03-31,IND,TOR
Fri.,2017-03-31,DEN,CHA
Fri.,2017-03-31,PHI,CLE
Fri.,2017-03-31,ORL,BOS
Fri.,2017-03-31,DET,MIL
Fri.,2017-03-31,DAL,MEM
Fri.,2017-03-31,SAC,NO
Fri.,2017-03-31,NY,MIA
Fri.,2017-03-31,WAS,UTA
Fri.,2017-03-31,SA,OKC
Fri.,2017-03-31,HOU,GS
Sat.,2017-04-01,LAL,LAC
Sat.,2017-04-01,ATL,CHI
Sat.,2017-04-01,ORL,BKN
Sat.,2017-04-01,SAC,MIN
Sat.,2017-04-01,PHO,POR
Sun.,2017-04-02,CHA,OKC
Sun.,2017-04-02,MEM,LAL
Sun.,2017-04-02,DAL,MIL
Sun.,2017-04-02,BOS,NY
Sun.,2017-04-02,CHI,NO
Sun.,2017-04-02,PHI,TOR
Sun.,2017-04-02,ATL,BKN
Sun.,2017-04-02,DEN,MIA
Sun.,2017-04-02,IND,CLE
Sun.,2017-04-02,UTA,SA
Sun.,2017-04-02,WAS,GS
Sun.,2017-04-02,HOU,PHO
Tue.,2017-04-04,BKN,PHI
Tue.,2017-04-04,CHA,WAS
Tue.,2017-04-04,ORL,CLE
Tue.,2017-04-04,TOR,IND
Tue.,2017-04-04,DEN,NO
Tue.,2017-04-04,MIL,OKC
Tue.,2017-04-04,CHI,NY
Tue.,2017-04-04,MEM,SA
Tue.,2017-04-04,MIN,GS
Tue.,2017-04-04,DAL,SAC
Tue.,2017-04-04,POR,UTA
Wed.,2017-04-05,MIA,CHA
Wed.,2017-04-05,TOR,DET
Wed.,2017-04-05,OKC,MEM
Wed.,2017-04-05,DEN,HOU
Wed.,2017-04-05,CLE,BOS
Wed.,2017-04-05,LAL,SA
Wed.,2017-04-05,GS,PHO
Wed.,2017-04-05,DAL,LAC
Thu.,2017-04-06,CHI,PHI
Thu.,2017-04-06,BKN,ORL
Thu.,2017-04-06,MIL,IND
Thu.,2017-04-06,WAS,NY
Thu.,2017-04-06,BOS,ATL
Thu.,2017-04-06,MIN,POR
Fri.,2017-04-07,ATL,CLE
Fri.,2017-04-07,MIA,TOR
Fri.,2017-04-07,NY,MEM
Fri.,2017-04-07,DET,HOU
Fri.,2017-04-07,SA,DAL
Fri.,2017-04-07,NO,DEN
Fri.,2017-04-07,MIN,UTA
Fri.,2017-04-07,OKC,PHO
Fri.,2017-04-07,SAC,LAL
Sat.,2017-04-08,CHI,BKN
Sat.,2017-04-08,BOS,CHA
Sat.,2017-04-08,IND,ORL
Sat.,2017-04-08,MIL,PHI
Sat.,2017-04-08,MIA,WAS
Sat.,2017-04-08,LAC,SA
Sat.,2017-04-08,UTA,POR
Sat.,2017-04-08,NO,GS
Sun.,2017-04-09,TOR,NY
Sun.,2017-04-09,CLE,ATL
Sun.,2017-04-09,OKC,DEN
Sun.,2017-04-09,DAL,PHO
Sun.,2017-04-09,HOU,SAC
Sun.,2017-04-09,DET,MEM
Sun.,2017-04-09,MIN,LAL
Mon.,2017-04-10,IND,PHI
Mon.,2017-04-10,BKN,BOS
Mon.,2017-04-10,CLE,MIA
Mon.,2017-04-10,ORL,CHI
Mon.,2017-04-10,CHA,MIL
Mon.,2017-04-10,WAS,DET
Mon.,2017-04-10,SA,POR
Mon.,2017-04-10,HOU,LAC
Mon.,2017-04-10,UTA,GS
Tue.,2017-04-11,CHA,ATL
Tue.,2017-04-11,OKC,MIN
Tue.,2017-04-11,DEN,DAL
Tue.,2017-04-11,NO,LAL
Tue.,2017-04-11,PHO,SAC
Wed.,2017-04-12,DET,ORL
Wed.,2017-04-12,TOR,CLE
Wed.,2017-04-12,MIL,BOS
Wed.,2017-04-12,PHI,NY
Wed.,2017-04-12,WAS,MIA
Wed.,2017-04-12,BKN,CHI
Wed.,2017-04-12,DAL,MEM
Wed.,2017-04-12,MIN,HOU
Wed.,2017-04-12,DEN,OKC
Wed.,2017-04-12,ATL,IND
Wed.,2017-04-12,SA,UTA
Wed.,2017-04-12,SAC,LAC
Wed.,2017-04-12,LAL,GS
Wed.,2017-04-12,NO,POR
